,Name,Year,Selling_Price,Km_Driven,Fuel,Seller_Type,Transmission,Owner,Brand,Model,Km_Driven_log,Selling_Price_log,Car_Age
2669,Maruti Swift Dzire LDIX Limited Edition,2014,425000,100000,Diesel,Individual,Manual,Second Owner,Maruti,SwiftDzire,11.512925464970229,12.959844447906553,10
2671,Maruti Swift 1.3 DLX,2015,270000,40000,Diesel,Individual,Manual,Second Owner,Maruti,Swift1.3,10.596634733096073,12.506177237980511,9
2676,Mahindra KUV 100 mFALCON G80 K2,2017,450000,30000,Petrol,Individual,Manual,First Owner,Mahindra,KUV100,10.308952660644293,13.017002861746503,7
2677,Tata New Safari DICOR 2.2 VX 4x4,2012,450000,42655,Diesel,Individual,Manual,First Owner,Tata,NewSafari,10.660899779342795,13.017002861746503,12
2678,Renault KWID 1.0 RXL,2017,250000,43000,Petrol,Individual,Manual,Second Owner,Renault,KWID1.0,10.668955394675699,12.429216196844383,7
2679,Toyota Innova 2.5 VX 8 STR BSIV,2012,725000,70000,Diesel,Individual,Manual,First Owner,Toyota,Innova2.5,11.156250521031495,13.493926933836812,12
2680,Hyundai i20 Magna,2010,250000,55000,Petrol,Individual,Manual,First Owner,Hyundai,i20Magna,10.915088464214607,12.429216196844383,14
2681,Fiat Punto 1.3 Active,2010,99000,80000,Diesel,Individual,Manual,Second Owner,Fiat,Punto1.3,11.289781913656018,11.502875129116727,14
2682,Renault KWID 1.0,2017,350000,55000,Petrol,Individual,Manual,First Owner,Renault,KWID1.0,10.915088464214607,12.765688433465597,7
2683,Hyundai Xcent 1.2 VTVT E Plus,2018,511000,70000,Petrol,Individual,Manual,First Owner,Hyundai,Xcent1.2,11.156250521031495,13.144124869185841,6
2684,Maruti Ritz VDi,2012,300000,80000,Diesel,Individual,Manual,First Owner,Maruti,RitzVDi,11.289781913656018,12.611537753638338,12
2686,Hyundai i10 Sportz 1.2,2010,125000,60000,Petrol,Individual,Manual,Third Owner,Hyundai,i10Sportz,11.002099841204238,11.736069016284437,14
2687,Tata Tiago 1.2 Revotron XZ,2018,500000,30000,Petrol,Individual,Manual,First Owner,Tata,Tiago1.2,10.308952660644293,13.122363377404328,6
2688,Renault Duster 85PS Diesel RxL,2013,385000,80000,Diesel,Individual,Manual,Second Owner,Renault,Duster85PS,11.289781913656018,12.86099861326992,11
2689,Skoda Rapid 1.6 MPI Elegance,2012,350000,90000,Petrol,Individual,Manual,First Owner,Skoda,Rapid1.6,11.407564949312402,12.765688433465597,12
2690,Maruti 800 Std BSIII,2003,60000,50000,Petrol,Individual,Manual,First Owner,Maruti,800Std,10.819778284410283,11.002099841204238,21
2691,Hyundai Santro Xing GLS,2012,300000,50000,Petrol,Individual,Manual,First Owner,Hyundai,SantroXing,10.819778284410283,12.611537753638338,12
2692,Hyundai i20 1.4 CRDi Asta,2012,400000,70000,Diesel,Individual,Manual,First Owner,Hyundai,i201.4,11.156250521031495,12.89921982609012,12
2693,Ford Ecosport 1.5 DV5 MT Titanium,2014,550000,110000,Diesel,Individual,Manual,First Owner,Ford,Ecosport1.5,11.608235644774552,13.217673557208654,10
2694,Nissan Sunny XL,2012,300000,80000,Petrol,Individual,Manual,Second Owner,Nissan,SunnyXL,11.289781913656018,12.611537753638338,12
2697,Maruti Eeco 5 Seater AC BSIV,2018,300000,25000,Petrol,Individual,Manual,First Owner,Maruti,Eeco5,10.126631103850338,12.611537753638338,6
2700,Renault KWID AMT,2017,355000,40000,Petrol,Individual,Automatic,First Owner,Renault,KWIDAMT,10.596634733096073,12.779873068457553,7
2701,Maruti Swift Dzire VDI,2015,520000,50000,Diesel,Individual,Manual,First Owner,Maruti,SwiftDzire,10.819778284410283,13.16158409055761,9
2702,Hyundai Verna 1.6 CRDI,2012,500000,26000,Diesel,Individual,Manual,First Owner,Hyundai,Verna1.6,10.165851817003619,13.122363377404328,12
2703,Maruti Alto LXi,2008,114999,30000,Petrol,Individual,Manual,First Owner,Maruti,AltoLXi,10.308952660644293,11.652678711655406,16
2706,Maruti Alto LXi BSIII,2008,105000,30000,Petrol,Individual,Manual,Second Owner,Maruti,AltoLXi,10.308952660644293,11.56171562913966,16
2707,Maruti Alto LXi,2011,135000,78000,Petrol,Individual,Manual,First Owner,Maruti,AltoLXi,11.26446410567173,11.813030057420567,13
2708,Maruti Wagon R VXI BS IV,2011,170000,40000,Petrol,Individual,Manual,Second Owner,Maruti,WagonR,10.596634733096073,12.043553716032399,13
2709,Hyundai Verna 1.6 SX VTVT,2014,550000,100000,Petrol,Individual,Manual,First Owner,Hyundai,Verna1.6,11.512925464970229,13.217673557208654,10
2710,Honda City 1.5 V MT,2009,250000,70000,Petrol,Individual,Manual,Third Owner,Honda,City1.5,11.156250521031495,12.429216196844383,15
2711,Hyundai Elantra CRDi SX,2014,650000,30000,Diesel,Individual,Manual,Second Owner,Hyundai,ElantraCRDi,10.308952660644293,13.38472764187182,10
2712,Honda City 1.5 V AT Exclusive,2008,210000,77000,Petrol,Individual,Automatic,Third Owner,Honda,City1.5,11.251560700835821,12.254862809699606,16
2714,Maruti Swift Dzire ZDI,2016,750000,69000,Diesel,Individual,Manual,First Owner,Maruti,SwiftDzire,11.141861783579396,13.527828485512494,8
2717,Hyundai Getz 1.3 GLS,2008,110000,110000,Petrol,Individual,Manual,Second Owner,Hyundai,Getz1.3,11.608235644774552,11.608235644774552,16
2719,Mahindra Quanto C6,2013,220000,110000,Diesel,Individual,Manual,First Owner,Mahindra,QuantoC6,11.608235644774552,12.301382825334498,11
2720,Tata Indigo LX Dicor,2009,130000,50000,Diesel,Individual,Manual,First Owner,Tata,IndigoLX,10.819778284410283,11.77528972943772,15
2721,Hyundai i20 1.2 Magna,2012,330000,44000,Petrol,Individual,Manual,First Owner,Hyundai,i201.2,10.691944912900398,12.706847933442663,12
2722,Honda City 1.5 S MT,2010,254999,90000,Petrol,Individual,Manual,Second Owner,Honda,City1.5,11.407564949312402,12.449014902564246,14
2723,Hyundai Verna 1.6 SX VTVT (O),2014,600000,50000,Petrol,Individual,Manual,Second Owner,Hyundai,Verna1.6,10.819778284410283,13.304684934198283,10
2724,Hyundai i10 Magna,2012,210000,50000,Petrol,Individual,Manual,First Owner,Hyundai,i10Magna,10.819778284410283,12.254862809699606,12
2726,Tata Tiago 1.2 Revotron XTA,2018,426000,15000,Petrol,Individual,Automatic,First Owner,Tata,Tiago1.2,9.615805480084347,12.962194625251508,6
2727,Maruti Alto K10 VXI,2015,265000,60000,Petrol,Individual,Manual,First Owner,Maruti,AltoK10,11.002099841204238,12.487485104968359,9
2728,Hyundai Xcent 1.2 Kappa SX,2016,450000,35000,Petrol,Individual,Manual,Second Owner,Hyundai,Xcent1.2,10.46310334047155,13.017002861746503,8
2729,Hyundai Verna 1.6 SX,2012,480000,80000,Diesel,Individual,Manual,First Owner,Hyundai,Verna1.6,11.289781913656018,13.081541382884074,12
2730,Tata Nano Lx,2010,40000,90000,Petrol,Individual,Manual,First Owner,Tata,NanoLx,11.407564949312402,10.596634733096073,14
2731,Honda City 1.5 S MT,2011,395000,70000,Petrol,Individual,Manual,Second Owner,Honda,City1.5,11.156250521031495,12.886641043883259,13
2732,Maruti Wagon R VXI BS IV,2013,229999,62000,Petrol,Individual,Manual,Second Owner,Maruti,WagonR,11.03488966402723,12.345830240069793,11
2734,Maruti Eeco 5 STR With AC Plus HTR CNG,2010,170000,80000,CNG,Individual,Manual,Fourth & Above Owner,Maruti,Eeco5,11.289781913656018,12.043553716032399,14
2735,Hyundai i20 Sportz 1.2,2015,500000,35000,Petrol,Individual,Manual,Second Owner,Hyundai,i20Sportz,10.46310334047155,13.122363377404328,9
2755,Maruti Ignis 1.2 Sigma BSIV,2019,450000,40000,Petrol,Individual,Manual,First Owner,Maruti,Ignis1.2,10.596634733096073,13.017002861746503,5
2758,Tata Manza Aura Safire BS IV,2013,200000,60000,Petrol,Individual,Manual,First Owner,Tata,ManzaAura,11.002099841204238,12.206072645530174,11
2759,Tata Indica GLS BS IV,2008,80000,90000,Petrol,Individual,Manual,Second Owner,Tata,IndicaGLS,11.407564949312402,11.289781913656018,16
2761,Ford Aspire Titanium Plus Diesel BSIV,2019,675000,15000,Diesel,Individual,Manual,First Owner,Ford,AspireTitanium,9.615805480084347,13.422467969854667,5
2762,Maruti Eeco 7 Seater Standard BSIV,2017,260000,30000,Petrol,Individual,Manual,First Owner,Maruti,Eeco7,10.308952660644293,12.468436909997665,7
2767,Maruti Alto LX,2004,100000,70000,Petrol,Individual,Manual,First Owner,Maruti,AltoLX,11.156250521031495,11.512925464970229,20
2768,Toyota Innova 2.5 VX (Diesel) 7 Seater,2012,730000,110000,Diesel,Individual,Manual,Second Owner,Toyota,Innova2.5,11.608235644774552,13.500799813124575,12
2769,Nissan Terrano XL 85 PS,2016,525000,100000,Diesel,Individual,Manual,Second Owner,Nissan,TerranoXL,11.512925464970229,13.17115354157376,8
2770,Nissan Terrano XL 85 PS,2016,525000,105000,Diesel,Individual,Manual,Second Owner,Nissan,TerranoXL,11.56171562913966,13.17115354157376,8
2772,Toyota Corolla Altis Diesel D4DJ,2012,420000,95000,Diesel,Individual,Manual,Second Owner,Toyota,CorollaAltis,11.461632170582678,12.948009990259552,12
2773,Honda Amaze SX i-VTEC,2015,500000,70000,Petrol,Individual,Manual,First Owner,Honda,AmazeSX,11.156250521031495,13.122363377404328,9
2774,Maruti Wagon R LXI Minor,2009,165000,76000,Petrol,Individual,Manual,Second Owner,Maruti,WagonR,11.238488619268468,12.013700752882718,15
2775,Hyundai Verna 1.6 SX,2014,650000,70000,Diesel,Individual,Manual,Second Owner,Hyundai,Verna1.6,11.156250521031495,13.38472764187182,10
2776,Chevrolet Beat Diesel LT,2013,195000,46000,Diesel,Individual,Manual,First Owner,Chevrolet,BeatDiesel,10.736396675471232,12.180754837545884,11
2777,Maruti Zen LX,1999,75000,70000,Petrol,Individual,Manual,First Owner,Maruti,ZenLX,11.156250521031495,11.225243392518447,25
2780,Maruti Esteem Lxi - BSIII,2006,90000,90000,Petrol,Individual,Manual,First Owner,Maruti,EsteemLxi,11.407564949312402,11.407564949312402,18
2781,Hyundai Xcent 1.1 CRDi Base,2016,515000,50000,Diesel,Individual,Manual,First Owner,Hyundai,Xcent1.1,10.819778284410283,13.151922179645874,8
2782,Honda Jazz 1.5 VX i DTEC,2017,700000,24585,Diesel,Dealer,Manual,Test Drive Car,Honda,Jazz1.5,10.10989177984604,13.458835614025542,7
2783,Maruti Zen LX,2001,62000,70000,Petrol,Individual,Manual,First Owner,Maruti,ZenLX,11.156250521031495,11.03488966402723,23
2784,Toyota Etios GD SP,2011,220000,110000,Diesel,Individual,Manual,Third Owner,Toyota,EtiosGD,11.608235644774552,12.301382825334498,13
2785,Hyundai Santro Magna CNG BSIV,2019,520000,10000,CNG,Individual,Manual,First Owner,Hyundai,SantroMagna,9.210340371976184,13.16158409055761,5
2786,Fiat Linea Emotion,2010,170000,100000,Petrol,Individual,Manual,First Owner,Fiat,LineaEmotion,11.512925464970229,12.043553716032399,14
2787,Ford Figo Diesel Titanium,2011,190000,110000,Diesel,Individual,Manual,Second Owner,Ford,FigoDiesel,11.608235644774552,12.154779351142624,13
2788,Ford Figo Diesel Titanium,2011,150000,100000,Diesel,Individual,Manual,Second Owner,Ford,FigoDiesel,11.512925464970229,11.918390573078392,13
2789,Maruti Zen Estilo LXI BS IV,2009,125000,65000,Petrol,Individual,Manual,First Owner,Maruti,ZenEstilo,11.082142548877775,11.736069016284437,15
2790,Honda Amaze EX i-Dtech,2015,290000,40000,Diesel,Individual,Manual,Third Owner,Honda,AmazeEX,10.596634733096073,12.577636201962656,9
2791,Maruti Celerio X ZXI BSIV,2019,490000,13900,Petrol,Individual,Manual,First Owner,Maruti,CelerioX,9.539644119118783,13.102160670086809,5
2792,Tata Tigor 1.2 Revotron XZ Option,2017,434999,17563,Petrol,Individual,Manual,First Owner,Tata,Tigor1.2,9.773549695421735,12.983099011217604,7
2793,Tata Zest Revotron 1.2T XE,2016,380000,15000,Petrol,Individual,Manual,First Owner,Tata,ZestRevotron,9.615805480084347,12.84792653170257,8
2794,Volkswagen Polo Diesel Trendline 1.2L,2012,200000,82000,Diesel,Individual,Manual,Second Owner,Volkswagen,PoloDiesel,11.314474526246391,12.206072645530174,12
2795,Ford Figo 1.5D Trend MT,2016,495000,40000,Diesel,Individual,Manual,First Owner,Ford,Figo1.5D,10.596634733096073,13.112313041550827,8
2798,Honda Brio S MT,2015,300000,50000,Petrol,Individual,Manual,First Owner,Honda,BrioS,10.819778284410283,12.611537753638338,9
2799,Honda Amaze E i-VTEC,2017,430000,15000,Petrol,Individual,Manual,First Owner,Honda,AmazeE,9.615805480084347,12.971540487669746,7
2800,Honda Amaze E i-DTEC,2017,370000,80000,Diesel,Individual,Manual,First Owner,Honda,AmazeE,11.289781913656018,12.821258284620408,7
2801,Maruti Baleno Zeta 1.2,2019,750000,11000,Petrol,Individual,Manual,First Owner,Maruti,BalenoZeta,9.305650551780507,13.527828485512494,5
2802,Maruti Alto K10 LXI CNG Optional,2016,300000,50000,CNG,Individual,Manual,First Owner,Maruti,AltoK10,10.819778284410283,12.611537753638338,8
2804,Maruti Wagon R LXI DUO BSIII,2007,100000,70000,LPG,Individual,Manual,Third Owner,Maruti,WagonR,11.156250521031495,11.512925464970229,17
2805,Hyundai Grand i10 Sportz,2015,300000,90000,Petrol,Individual,Manual,First Owner,Hyundai,Grandi10,11.407564949312402,12.611537753638338,9
2807,Hyundai i20 Asta Option 1.4 CRDi,2016,650000,40000,Diesel,Individual,Manual,First Owner,Hyundai,i20Asta,10.596634733096073,13.38472764187182,8
2808,Maruti Swift VDI BSIV,2017,509999,25000,Diesel,Individual,Manual,First Owner,Maruti,SwiftVDI,10.126631103850338,13.142164043914272,7
2815,Hyundai EON Magna Plus,2018,245000,30000,Petrol,Individual,Manual,First Owner,Hyundai,EONMagna,10.308952660644293,12.409013489526863,6
2817,Hyundai Grand i10 Sportz,2016,375000,25000,Petrol,Individual,Manual,First Owner,Hyundai,Grandi10,10.126631103850338,12.834681304952548,8
2818,Mahindra Scorpio 1.99 S10,2015,150000,55000,Diesel,Individual,Manual,Second Owner,Mahindra,Scorpio1.99,10.915088464214607,11.918390573078392,9
2820,Maruti Ertiga VDI,2014,500000,100000,Diesel,Individual,Manual,Second Owner,Maruti,ErtigaVDI,11.512925464970229,13.122363377404328,10
2821,Maruti Alto LXi,2007,75000,40000,Petrol,Individual,Manual,Second Owner,Maruti,AltoLXi,10.596634733096073,11.225243392518447,17
2822,Hyundai Sonata AT Leather,2006,225000,80000,Petrol,Individual,Automatic,Third Owner,Hyundai,SonataAT,11.289781913656018,12.323855681186558,18
2823,Hyundai Sonata 2.4L AT,2006,275000,80000,Petrol,Individual,Automatic,Fourth & Above Owner,Hyundai,Sonata2.4L,11.289781913656018,12.524526376648708,18
2824,Mahindra Bolero Power Plus SLX,2018,620000,35000,Diesel,Individual,Manual,First Owner,Mahindra,BoleroPower,10.46310334047155,13.337474757021274,6
2825,Nissan X-Trail SLX MT,2010,600000,110000,Diesel,Individual,Manual,Second Owner,Nissan,X-TrailSLX,11.608235644774552,13.304684934198283,14
2828,Tata Indigo GLS,2011,80000,62000,Petrol,Individual,Manual,Second Owner,Tata,IndigoGLS,11.03488966402723,11.289781913656018,13
2830,Nissan Micra XL,2016,440000,33000,Petrol,Individual,Manual,Second Owner,Nissan,MicraXL,10.404262840448617,12.994530005894443,8
2831,Maruti Swift Dzire LDI,2013,250000,80000,Diesel,Individual,Manual,Fourth & Above Owner,Maruti,SwiftDzire,11.289781913656018,12.429216196844383,11
2832,Hyundai i20 1.4 Sportz,2017,700000,35000,Diesel,Individual,Manual,First Owner,Hyundai,i201.4,10.46310334047155,13.458835614025542,7
2833,Hyundai Grand i10 CRDi Asta Option,2015,450000,50000,Diesel,Individual,Manual,First Owner,Hyundai,Grandi10,10.819778284410283,13.017002861746503,9
2834,Maruti Alto 800 Std Optional,2019,240000,5000,Petrol,Individual,Manual,First Owner,Maruti,Alto800,8.517193191416238,12.388394202324129,5
2836,Ford EcoSport 1.5 TDCi Titanium BSIV,2016,650000,81595,Diesel,Dealer,Manual,First Owner,Ford,EcoSport1.5,11.309523264565035,13.38472764187182,8
2837,Hyundai Getz GLS ABS,2005,71000,22000,Petrol,Individual,Manual,First Owner,Hyundai,GetzGLS,9.998797732340453,11.170435156023453,19
2838,Maruti Swift VXI Optional,2015,400000,40000,Petrol,Individual,Manual,First Owner,Maruti,SwiftVXI,10.596634733096073,12.89921982609012,9
2839,Maruti Alto LXi BSIII,2008,130000,40000,Petrol,Individual,Manual,Second Owner,Maruti,AltoLXi,10.596634733096073,11.77528972943772,16
2840,Mahindra Scorpio 2.6 CRDe SLE,2013,300000,70000,Diesel,Individual,Manual,Second Owner,Mahindra,Scorpio2.6,11.156250521031495,12.611537753638338,11
2844,Maruti Ritz VDI (ABS) BS IV,2013,490000,40000,Diesel,Individual,Manual,First Owner,Maruti,RitzVDI,10.596634733096073,13.102160670086809,11
2846,Volkswagen Polo Petrol Comfortline 1.2L,2012,375000,62000,Petrol,Individual,Manual,Second Owner,Volkswagen,PoloPetrol,11.03488966402723,12.834681304952548,12
2849,Tata Nano Std BSII,2009,35000,50000,Petrol,Individual,Manual,Third Owner,Tata,NanoStd,10.819778284410283,10.46310334047155,15
2852,Hyundai Elite i20 Petrol Asta Option,2018,700000,27000,Petrol,Individual,Manual,First Owner,Hyundai,Elitei20,10.203592144986466,13.458835614025542,6
2853,Maruti Alto K10 VXI,2016,350000,40000,Petrol,Individual,Manual,First Owner,Maruti,AltoK10,10.596634733096073,12.765688433465597,8
2854,Hyundai i10 Magna 1.2,2009,254999,80000,Petrol,Individual,Manual,Second Owner,Hyundai,i10Magna,11.289781913656018,12.449014902564246,15
2856,Hyundai i20 Asta Option 1.4 CRDi,2016,750000,80000,Diesel,Individual,Manual,First Owner,Hyundai,i20Asta,11.289781913656018,13.527828485512494,8
2859,Maruti Celerio ZXI AT,2017,509999,25000,Petrol,Individual,Automatic,First Owner,Maruti,CelerioZXI,10.126631103850338,13.142164043914272,7
2860,Nissan Micra XL,2013,363000,28740,Petrol,Individual,Manual,First Owner,Nissan,MicraXL,10.266045159633016,12.802158113246987,11
2861,Maruti Alto K10 LXI,2010,229999,48500,Petrol,Individual,Manual,First Owner,Maruti,AltoK10,10.789319076925574,12.345830240069793,14
2862,Nissan Sunny XL,2012,290000,110000,Petrol,Individual,Manual,Second Owner,Nissan,SunnyXL,11.608235644774552,12.577636201962656,12
2863,Maruti Swift VXI,2018,550000,30000,Petrol,Individual,Manual,First Owner,Maruti,SwiftVXI,10.308952660644293,13.217673557208654,6
2867,Hyundai Verna 1.6 SX CRDi (O),2011,390000,90000,Diesel,Individual,Manual,First Owner,Hyundai,Verna1.6,11.407564949312402,12.873902018105829,13
2872,Maruti Celerio VXI,2015,220000,45000,Petrol,Individual,Manual,First Owner,Maruti,CelerioVXI,10.714417768752456,12.301382825334498,9
2873,Hyundai Santro Xing XG,2005,140000,80000,Petrol,Individual,Manual,Third Owner,Hyundai,SantroXing,11.289781913656018,11.84939770159144,19
2874,Maruti Wagon R AMT VXI Option,2018,370000,15000,Petrol,Individual,Automatic,First Owner,Maruti,WagonR,9.615805480084347,12.821258284620408,6
2875,Maruti Swift Dzire VDI,2019,650000,20000,Diesel,Individual,Manual,First Owner,Maruti,SwiftDzire,9.903487552536127,13.38472764187182,5
2876,Maruti Alto 800 LX,2017,280000,37000,Petrol,Individual,Manual,First Owner,Maruti,Alto800,10.51867319162636,12.542544882151386,7
2877,Maruti Swift Dzire VDI,2016,540000,80000,Diesel,Individual,Manual,First Owner,Maruti,SwiftDzire,11.289781913656018,13.199324418540456,8
2880,Ford Figo 1.5D Titanium MT,2016,515000,25000,Diesel,Individual,Manual,First Owner,Ford,Figo1.5D,10.126631103850338,13.151922179645874,8
2881,Hyundai i20 1.2 Magna,2010,220000,96000,Petrol,Individual,Manual,Third Owner,Hyundai,i201.2,11.472103470449973,12.301382825334498,14
2883,Chevrolet Spark 1.0 LT Option Pack w/ Airbag,2013,165000,53000,Petrol,Dealer,Manual,First Owner,Chevrolet,Spark1.0,10.87804719253426,12.013700752882718,11
2884,Fiat Linea 1.3 Emotion,2010,221000,65000,Diesel,Dealer,Manual,First Owner,Fiat,Linea1.3,11.082142548877775,12.30591798049989,14
2885,Chevrolet Beat LT,2015,245000,43000,Petrol,Dealer,Manual,First Owner,Chevrolet,BeatLT,10.668955394675699,12.409013489526863,9
2886,Ford Figo 1.2P Titanium Plus MT,2012,260000,42000,Petrol,Dealer,Manual,First Owner,Ford,Figo1.2P,10.645424897265505,12.468436909997665,12
2887,Skoda Superb Elegance 2.0 TDI CR AT,2011,550000,73000,Diesel,Dealer,Automatic,First Owner,Skoda,SuperbElegance,11.198214720130528,13.217673557208654,13
2888,Hyundai Grand i10 1.2 Kappa Era,2015,434999,29000,Petrol,Dealer,Manual,First Owner,Hyundai,Grandi10,10.275051108968611,12.983099011217604,9
2889,Tata Safari Storme EX,2013,450000,95000,Diesel,Dealer,Manual,First Owner,Tata,SafariStorme,11.461632170582678,13.017002861746503,11
2890,Chevrolet Sail 1.2 Base,2014,290000,25000,Petrol,Individual,Manual,First Owner,Chevrolet,Sail1.2,10.126631103850338,12.577636201962656,10
2891,Volkswagen Vento 1.0 TSI Highline Plus,2011,305000,53000,Petrol,Dealer,Manual,Second Owner,Volkswagen,Vento1.0,10.87804719253426,12.628067055589549,13
2892,Ford Classic 1.6 Duratec LXI,2011,265000,20000,Petrol,Dealer,Manual,First Owner,Ford,Classic1.6,9.903487552536127,12.487485104968359,13
